VUIDNO,PCTCOD,PCTSPT,EDRDAT,DOB,GENDER,LSTNAM,FSTNAM,MIDNAM,BLKNUM,STRPRE,STRNAM,STRTYP,UNITYP,UNITNO,RSCITY,RZIPCD,SUSIND,G22VOTED,G24VOTED,P26VOTED
1077745137,204,,20120122,19910112,F,Lee,Jessica,R,2000,E,Pecan,PL,,,Pflugerville,78660,,,Y,
1077442519,204,A,20210421,19800312,M,Martinez,William,,9400,,Menchaca,AVE,APT,243,Austin,78704,,Y,Y,Y
1065797284,204,C,20140509,19650923,M,Perez,Christopher,L,1200,E,Cedar,PL,APT,208,Austin,78702,,,,
1022426131,204,C,20171217,19410511,F,Roberts,Lisa,Ann,3100,,Live Oak,WAY,,,Round Rock,78665,,Y,,
1068172117,204,B,20220917,19470806,F,Williams,Rebecca,Rose,4100,,Anderson,DR,,,Cedar Park,78613,,Y,,
1090280283,204,B,20180717,19990110,M,Wright,Jose,Marie,9100,,Duval,WAY,#,101,Round Rock,78664,,Y,,
1089123045,205,B,20120912,19480103,M,Clark,Steven,E,7720,E,Pecan,ST,,,Round Rock,78665,,Y,Y,
1073861941,205,,20140826,19770315,M,King,Thomas,L,8212,,Anderson,ST,,,Austin,78759,,Y,,
1041494306,205,C,20140423,19560902,F,Peterson,Jennifer,Marie,6726,,Congress,WAY,,,Leander,78641,,Y,Y,Y
1093849225,205,C,20220215,19930611,F,Smith,Barbara,A,6220,W,Escarpment,LN,,,Cedar Park,78613,,Y,Y,
1032583239,205,C,20130628,19410310,M,Taylor,John,M,3088,,Pecan,WAY,#,148,Round Rock,78664,,,Y,Y
1032675503,205,B,20240704,19761218,M,Taylor,Jose,Marie,3400,,Guadalupe,ST,,,Cedar Park,78613,,,Y,Y
1066900544,205,C,20120614,19700426,M,Williams,Jose,,9400,,Riverside,LN,,,Leander,78641,,,,
1087749763,206,A,20141214,20070627,M,Wilson,Carlos,,391,,Creekside,RD,APT,202,Cedar Park,78613,,Y,,
1035114762,206,,20150926,20000102,F,Wilson,Lisa,,3238,N,Slaughter,ST,,,Austin,78704,,Y,,
1015200998,207,,20191225,20060924,M,Wright,Joshua,M,2178,,Cedar,DR,APT,286,Pflugerville,78660,,,Y,Y
1013794233,208,C,20080909,19900307,M,Cruz,Aaron,Ann,6100,,Anderson,AVE,,,Round Rock,78665,,,,Y
1063555221,208,C,20230617,19500501,F,Gomez,Sarah,Lee,1652,E,Sycamore,BLVD,,,Round Rock,78681,,Y,,
1060760682,208,,20081227,19801115,M,Hernandez,William,R,5800,N,Meadow,DR,STE,243,Austin,78703,,,,
1011901344,208,B,20210428,19761104,F,Lewis,Maria,L,7700,S,Meadow,DR,,,Cedar Park,78613,,,,Y
1084364221,208,A,20100617,19350820,F,Patel,Margaret,,6732,E,Sycamore,AVE,,,Round Rock,78665,,Y,Y,
1012220846,208,,20210121,19500728,F,Taylor,Lisa,,1200,,Cedar,CIR,,,Leander,78641,,Y,Y,
1088602146,208,B,20230306,19481021,M,Ward,Joshua,M,5693,,Sycamore,AVE,,,Austin,78758,,Y,,Y
1044803052,209,B,20130815,19370207,F,Adams,Amy,Ann,700,S,Slaughter,TRL,,,Austin,78758,,Y,Y,Y
1020486602,209,C,20110903,19530714,M,Carter,Mark,L,6300,N,Magnolia,AVE,,,Del Valle,78617,,,Y,Y
1092426229,209,B,20180728,19920720,F,Miller,Sofia,,6747,,Sycamore,CIR,,,Del Valle,78617,,Y,,Y
1003761522,209,C,20130908,20050212,M,Mitchell,Juan,L,1940,,Burnet,CIR,APT,143,Round Rock,78665,,Y,,Y
1061147018,210,C,20220412,19830319,M,Anderson,Robert,Rose,3300,S,Oak,ST,,,Round Rock,78681,,,Y,
1042705159,210,C,20221125,19870706,F,Chen,Melissa,M,7768,,Maple,PL,,,Cedar Park,78613,,,,
1075156937,210,B,20151120,20071219,M,Clark,Thomas,M,7953,,Elm,ST,,,Leander,78641,,Y,Y,
1077339888,210,,20150815,19850813,M,King,Kevin,,2500,,Magnolia,AVE,#,20,Cedar Park,78613,,Y,,
1005225213,210,C,20250522,19700924,F,Rivera,Stephanie,Marie,3200,,Pecan,DR,#,320,Austin,78759,,,Y,
1090361326,211,A,20181021,19530513,M,Gray,Miguel,Lee,200,E,Congress,AVE,#,257,Cedar Park,78613,,Y,,
1062174842,211,,20160304,19570412,F,Hall,Lisa,L,6600,,Congress,WAY,,,Leander,78641,,Y,,
1026077096,211,B,20240702,19460808,M,Kelly,Kevin,M,3982,N,Cedar,BLVD,,,Round Rock,78665,,Y,Y,
1060461223,211,A,20090210,20051208,M,Wood,Jose,A,9706,E,Maple,PL,,,Leander,78641,,Y,Y,Y
1041557868,212,C,20200418,19750516,F,Baker,Lisa,R,6900,W,Pecan,PL,,,Leander,78641,,Y,Y,Y
1057843683,212,A,20120409,19450619,F,Bennett,Emily,,2598,,Congress,WAY,STE,57,Pflugerville,78660,,Y,,
1099478350,212,A,20141226,19380418,F,Hill,Patricia,,3700,,Elm,ST,APT,397,Austin,78741,,,Y,
1051269489,212,C,20181216,19840410,F,Kelly,Sofia,A,6800,E,Menchaca,DR,,,Round Rock,78681,,Y,,Y
1096933500,212,A,20200202,19571201,M,Walker,Nathan,J,5400,W,Hillside,LN,APT,65,Cedar Park,78613,,Y,,Y
1079388963,212,B,20170401,19411113,M,Ward,Daniel,A,4519,,Live Oak,AVE,STE,177,Austin,78745,,Y,Y,
1058104083,212,A,20200903,19430616,M,Williams,Carlos,E,3583,,Oak,DR,STE,172,Cedar Park,78613,,Y,,Y
1059372598,213,B,20090524,19620322,M,Bennett,Paul,L,2926,S,Braker,LN,STE,156,Austin,78702,,Y,Y,Y
1001414614,213,B,20160611,19490712,F,Gonzalez,Karen,Marie,2242,N,Hillside,ST,,,Del Valle,78617,,Y,,
1006701475,213,A,20080708,19470910,F,Hall,Ana,Rose,8600,S,Duval,TRL,,,Cedar Park,78613,,,Y,
1040949592,213,B,20150604,19540808,F,Jones,Isabella,R,9052,,Lamar,ST,,,Austin,78748,,Y,Y,Y
1053219975,213,B,20120310,20050425,F,Murphy,Sofia,,1200,E,Guadalupe,ST,,,Round Rock,78664,,,,Y
1037871985,213,,20230216,19710211,F,Reyes,Elizabeth,E,3400,,Maple,AVE,,,Austin,78705,,Y,Y,
1050060329,213,A,20170916,19350121,M,Robinson,Thomas,Marie,9528,S,Magnolia,BLVD,,,Leander,78641,,,,Y
1009109184,214,B,20080727,19521116,M,Allen,Michael,A,6700,,Far West,CT,,,Cedar Park,78613,,,,
1019857023,214,B,20120228,20010622,M,Johnson,Matthew,R,9571,S,Parmer,BLVD,STE,117,Del Valle,78617,,Y,,
1017547248,214,B,20110503,19350317,F,Murphy,Margaret,,2000,S,Slaughter,CIR,,,Round Rock,78664,,,,
1029773374,214,C,20100415,19950204,M,Taylor,Carlos,Rose,8600,,Guadalupe,PL,,,Pflugerville,78660,,,Y,
1023491694,214,,20190305,20070414,F,White,Grace,L,1357,E,Meadow,AVE,APT,19,Cedar Park,78613,,Y,,Y
1004927031,214,C,20171203,19891001,M,Wright,Juan,,6100,S,Balcones,PL,,,Del Valle,78617,,,,Y
1081472856,215,B,20080120,19431228,F,Chen,Michelle,M,6200,,Sycamore,DR,#,64,Leander,78641,,Y,Y,
1069094242,215,B,20090905,19720413,M,Garcia,Anthony,Lee,4100,N,Brodie,ST,,,Del Valle,78617,,Y,,Y
1001980466,215,A,20111110,19991119,M,King,Charles,L,9400,,Burnet,LN,,,Round Rock,78664,,,,Y
1049178797,215,,20250101,20010614,M,Murphy,David,E,5300,E,Riverside,LN,,,Cedar Park,78613,,Y,Y,Y
1066040806,215,A,20210522,19900922,F,Ramos,Sarah,M,7300,,Anderson,BLVD,,,Pflugerville,78660,,Y,,
1088011548,216,,20251114,19700824,M,Flores,Nathan,,8300,N,Far West,AVE,,,Pflugerville,78660,,,,Y
1008465393,216,,20150412,19610819,M,Garcia,Michael,E,5000,,Cedar,AVE,UNIT,5,Cedar Park,78613,,,,Y
1046577637,216,C,20251209,19400112,M,Hernandez,Robert,R,3400,S,Sycamore,LN,,,Austin,78751,,Y,,Y
1005225459,216,A,20230817,19450816,M,King,Luis,M,9248,,Slaughter,RD,APT,359,Cedar Park,78613,,Y,,
1040621895,216,B,20241125,19610715,F,Young,Emily,Marie,200,W,Parmer,LN,UNIT,375,Del Valle,78617,,,Y,Y
1056574122,217,,20091005,19430607,F,Anderson,Melissa,,2206,,Duval,CIR,STE,75,Cedar Park,78613,,Y,Y,Y
1049791266,217,B,20080316,19890114,F,Chen,Sarah,Lee,1300,W,Balcones,BLVD,#,369,Leander,78641,,Y,,Y
1021562974,217,B,20220221,19510221,M,Coleman,Jose,,3500,,Slaughter,TRL,APT,175,Pflugerville,78660,,Y,Y,
1019290563,217,C,20081205,19381105,F,Green,Michelle,M,8700,N,Brodie,TRL,,,Del Valle,78617,,Y,,
1098506754,217,,20180220,19370226,F,Miller,Sandra,E,7000,E,Meadow,ST,,,Pflugerville,78660,,Y,Y,Y
1054675001,217,A,20180425,19700603,F,Sanchez,Margaret,M,3311,,Magnolia,WAY,,,Round Rock,78681,,Y,Y,Y
1069158916,217,,20110221,19970303,M,Scott,Richard,,4400,E,Brodie,CIR,,,Cedar Park,78613,,Y,Y,
1093418282,217,A,20090501,19630807,F,Smith,Elizabeth,,3900,N,Guadalupe,TRL,,,Round Rock,78681,,Y,Y,Y
1097613335,217,A,20111206,20030510,F,Ward,Amy,,7400,S,Menchaca,CIR,,,Pflugerville,78660,S,Y,Y,Y
1073183045,218,,20111123,19501011,F,Allen,Rebecca,,6082,N,Creekside,CT,,,Austin,78741,,Y,,Y
1055897544,218,C,20120617,19850810,F,Ramirez,Elizabeth,,8146,,Balcones,ST,,,Cedar Park,78613,,,,
1007802591,218,C,20210628,19850911,M,Thompson,Richard,Rose,4400,S,Hillside,CIR,STE,128,Cedar Park,78613,,Y,,Y
1063444098,219,C,20151201,19690427,M,Richardson,Paul,R,7000,,Anderson,CT,,,Leander,78641,,,Y,Y
1029297877,219,,20121209,20040527,M,Sanders,Richard,,7100,,Far West,DR,#,284,Leander,78641,,,,Y
1064099878,219,A,20080918,20070501,M,Scott,Brian,M,6000,W,Anderson,AVE,APT,393,Round Rock,78665,,Y,,Y
1056091781,219,C,20211106,19510815,F,Taylor,Mary,Lee,1400,N,Maple,PL,UNIT,251,Leander,78641,,,,
1063647348,220,,20130625,19770828,F,Flores,Linda,,9041,W,Braker,RD,,,Pflugerville,78660,,Y,Y,
1006453881,220,A,20110414,19820317,M,Gray,Matthew,,6200,,Far West,LN,,,Round Rock,78665,,Y,,Y
1072212731,220,C,20231011,19510124,M,Ward,Aaron,,3584,S,Cedar,AVE,,,Round Rock,78665,S,,Y,
1072987548,220,,20210424,20050925,M,Williams,John,Ann,2100,W,Hillside,TRL,,,Austin,78751,,Y,Y,Y
1011302533,221,B,20080117,19810113,M,Jones,Joshua,,2600,S,Menchaca,CT,,,Del Valle,78617,,,Y,Y
1078999742,221,C,20090606,19931223,M,Walker,Jacob,Marie,9919,,Cedar,TRL,,,Round Rock,78665,,Y,Y,
1083541891,222,,20100814,19900706,M,Cruz,Luis,E,7094,,Pecan,AVE,,,Pflugerville,78660,,Y,Y,Y
1077419759,222,B,20161213,19540108,M,Gray,Andrew,E,355,,Elm,ST,,,Pflugerville,78660,,,,
1025244526,222,B,20200221,19790215,M,Scott,Michael,R,7146,,Hillside,LN,,,Leander,78641,S,Y,,Y
1085371387,222,,20240516,19670626,M,Wright,Paul,R,6600,,Congress,CT,UNIT,312,Pflugerville,78660,,,Y,Y
1004390230,223,,20091028,19450808,F,Chen,Mary,E,4737,,Pecan,WAY,STE,355,Round Rock,78681,,,Y,Y
1015249544,223,,20190702,19480812,M,Johnson,Joseph,A,1621,,Duval,TRL,,,Leander,78641,,Y,Y,Y
1053219975,223,A,20140703,20050425,F,Murphy,Sofia,,8211,,Pecan,CT,,,Leander,78641,S,,Y,
1003698193,223,C,20210628,20000819,F,Roberts,Elizabeth,E,6600,,Lakeview,LN,#,299,Leander,78641,,Y,,
1030450318,223,A,20100406,20050103,F,Sanchez,Sofia,E,7539,S,Oak,ST,,,Pflugerville,78660,,,Y,
1067830837,224,,20111209,19580603,M,Brown,Christopher,,3000,E,Lakeview,RD,,,Pflugerville,78660,,Y,Y,Y
1043355932,224,A,20250706,19780301,F,Hall,Nancy,Rose,4600,N,Burnet,CT,,,Pflugerville,78660,,,Y,Y
1023102819,224,B,20130307,19680914,F,Martinez,Patricia,E,7669,,Magnolia,TRL,,,Austin,78759,,,,Y
1099437630,224,C,20100704,19441028,F,Murphy,Emily,Rose,9600,N,Sycamore,BLVD,,,Round Rock,78664,,Y,Y,
1066074519,224,A,20180502,19351208,M,Reyes,Joshua,L,1400,E,Magnolia,PL,,,Leander,78641,,,Y,
1080879532,224,C,20210108,19371026,M,Ross,Paul,Rose,4000,N,Menchaca,WAY,,,Austin,78741,,,Y,Y
1070571245,224,A,20250605,19831012,F,Sanders,Jennifer,J,4196,E,Maple,CT,,,Round Rock,78681,,Y,,
1047305102,224,B,20230219,19640802,F,Thomas,Sofia,,7200,W,Far West,CIR,,,Austin,78704,,Y,Y,
1070724741,224,C,20091202,19421227,F,White,Isabella,,5000,N,Parmer,CT,,,Del Valle,78617,,,Y,
1053716065,225,A,20100828,19690410,F,Campbell,Olivia,A,6000,,Hillside,AVE,,,Cedar Park,78613,,Y,,Y
1037539999,225,C,20091217,19831220,M,Clark,Christopher,,2400,,Meadow,ST,APT,252,Austin,78723,,,,Y
1036170825,225,C,20130609,19530703,F,Gomez,Elizabeth,,2924,,Escarpment,CT,,,Leander,78641,,,Y,
1050625292,225,A,20080119,19450125,F,Jones,Isabella,,8700,,Maple,LN,#,45,Del Valle,78617,,Y,,
1072059899,225,,20150307,19920113,F,Wright,Amy,Rose,5668,S,Sycamore,PL,,,Leander,78641,,Y,,Y
1067987761,225,B,20110513,19910714,M,Wright,Nathan,Rose,7100,,Meadow,RD,STE,38,Leander,78641,,,,Y
1036016020,226,C,20231103,19590520,M,Thompson,Joseph,M,2047,W,Meadow,RD,,,Cedar Park,78613,,,Y,Y
1030470681,226,C,20181016,19510609,F,Young,Grace,E,9359,S,Meadow,AVE,,,Pflugerville,78660,,Y,,Y
1085195649,227,A,20170824,19851028,F,Ward,Ashley,L,8171,,Sycamore,WAY,,,Austin,78741,,Y,,Y
1076833735,227,C,20091003,19430719,F,Williams,Lisa,E,7800,,Congress,ST,UNIT,90,Austin,78753,,,Y,
1021415593,227,B,20230821,19950613,F,Williams,Melissa,L,3600,N,Lamar,CIR,,,Leander,78641,,Y,Y,
1009101535,228,C,20181014,19970514,F,Brown,Stephanie,A,7569,W,Burnet,BLVD,,,Pflugerville,78660,,Y,Y,Y
1075030393,228,B,20161122,19720815,M,Garcia,John,J,1600,,Parmer,CT,STE,87,Pflugerville,78660,,,Y,Y
1078518473,229,,20091120,19410710,M,Gray,Steven,Lee,4932,E,Riverside,DR,#,289,Del Valle,78617,,,Y,Y
1098246218,229,,20111202,19540126,F,Murphy,Sarah,Marie,500,,Balcones,PL,,,Leander,78641,,,Y,
1082545671,229,B,20081126,19430217,M,Nguyen,Brian,,7421,,Slaughter,DR,,,Round Rock,78664,,,,Y
1087416772,229,,20160618,20040405,F,Ramos,Barbara,Marie,7100,S,Far West,ST,,,Del Valle,78617,,,,
1063825483,229,A,20221209,19381221,M,Wilson,Miguel,,6100,,Balcones,ST,STE,71,Round Rock,78664,,Y,Y,Y
1093370976,229,B,20080403,19990624,F,Young,Sofia,M,8000,W,Pecan,BLVD,,,Leander,78641,,,,
1018954165,230,B,20240323,19611101,M,Kelly,Luis,E,2300,W,Congress,CIR,,,Leander,78641,,,Y,
1005833936,230,,20190604,19600927,F,Patel,Margaret,A,3022,,Brodie,DR,,,Round Rock,78664,,,Y,
1077771766,231,,20240715,19811120,M,Cruz,Joseph,,6900,,Congress,DR,,,Round Rock,78681,,,,Y
1059825093,231,A,20090625,19460421,F,Harris,Ana,Ann,490,E,Congress,ST,,,Round Rock,78681,,Y,,
1002315618,231,A,20150816,19960927,F,Lopez,Ashley,E,1100,,Menchaca,TRL,UNIT,167,Pflugerville,78660,,Y,Y,
1030936958,231,A,20220807,20031125,M,Watson,Anthony,M,8200,,Far West,ST,,,Pflugerville,78660,,Y,,Y
1075205067,231,,20080813,19950906,F,Watson,Jennifer,L,133,,Guadalupe,DR,,,Austin,78723,,,,Y
1032896312,231,,20210708,19640602,M,Watson,Jose,Rose,1624,W,Sycamore,WAY,,,Austin,78702,,,,Y
1029631061,232,A,20250915,19761202,M,Hall,Paul,,8841,E,Maple,RD,STE,125,Del Valle,78617,,Y,Y,Y
1010505736,232,C,20140908,19620819,F,Moore,Olivia,Rose,5435,W,Lamar,RD,,,Austin,78753,,Y,,Y
1058227959,232,A,20090427,19701024,M,Reyes,Mark,Ann,5200,E,Balcones,TRL,UNIT,214,Leander,78641,,Y,Y,Y
1001264953,232,A,20120917,20000813,M,Rodriguez,Joshua,Rose,6200,,Elm,ST,,,Round Rock,78664,,,,
1010477855,232,B,20090407,19740414,F,Thomas,Barbara,Marie,596,E,Brodie,DR,,,Pflugerville,78660,,,Y,
1048881499,232,C,20091010,19820209,F,Watson,Laura,E,1927,,Lamar,CT,UNIT,317,Round Rock,78664,,,Y,Y
1041925597,233,,20180902,19910626,M,Clark,Anthony,,3604,,Elm,ST,STE,236,Pflugerville,78660,,Y,,
1052865215,233,B,20160616,19461216,M,Martinez,Joshua,J,8717,,Meadow,LN,,,Round Rock,78664,,Y,,Y
1055160634,234,C,20170607,19680402,M,Baker,Nathan,M,8900,,Oak,CT,,,Cedar Park,78613,,Y,Y,
1093788023,234,C,20161216,19660502,M,Carter,Juan,,2514,N,Meadow,TRL,,,Cedar Park,78613,,Y,Y,
1010507547,234,B,20250925,20030403,M,Clark,John,,7100,N,Oak,ST,STE,193,Austin,78758,,Y,,Y
1007026277,234,,20160421,19961221,F,Flores,Angela,A,7500,,Hillside,RD,APT,94,Leander,78641,,Y,Y,Y
1038830506,234,C,20170107,19430408,M,Gomez,Juan,Ann,7146,N,Far West,LN,UNIT,360,Pflugerville,78660,,Y,Y,Y
1099428221,234,,20190508,19480523,M,Hill,Jose,M,7000,S,Sycamore,WAY,,,Del Valle,78617,,Y,Y,Y
1068230609,234,C,20100319,19920611,F,Scott,Jessica,R,6288,,Escarpment,TRL,APT,279,Cedar Park,78613,,Y,Y,
1099083036,234,A,20190125,19690905,F,Thomas,Sofia,L,1100,W,Congress,LN,,,Cedar Park,78613,,,,Y
1036328692,235,,20200705,19620621,F,Campbell,Ashley,,500,,Live Oak,CIR,,,Cedar Park,78613,,,Y,
1083543123,235,A,20230917,19660804,M,Carter,Jose,,8437,,Anderson,ST,,,Pflugerville,78660,S,Y,Y,
1048037766,235,,20090425,19660115,M,Nelson,Nathan,A,7717,S,Guadalupe,AVE,UNIT,368,Del Valle,78617,S,Y,Y,
1024512315,235,B,20240312,19590210,F,Reyes,Melissa,M,968,S,Meadow,BLVD,,,Leander,78641,,Y,Y,
1023359667,235,,20160327,19940901,M,Wood,Joshua,Ann,8691,,Cedar,TRL,,,Del Valle,78617,,Y,,
1048052766,236,C,20191006,20000828,F,Brooks,Lisa,,6330,,Congress,TRL,,,Cedar Park,78613,,Y,Y,Y
1043067923,236,A,20101110,20010426,F,Gray,Elizabeth,,2888,,Lamar,ST,,,Round Rock,78664,,,Y,Y
1051504772,236,,20140117,19650126,M,Robinson,Andrew,A,7417,,Anderson,WAY,APT,377,Del Valle,78617,,Y,,Y
1017194345,236,B,20101112,19720418,M,Robinson,Anthony,Lee,6100,,Elm,ST,APT,44,Leander,78641,,,Y,Y
1069444297,237,A,20230906,19420217,M,Baker,Thomas,Rose,4400,W,Oak,RD,,,Leander,78641,,Y,,
1006606134,237,C,20090213,19790412,M,Davis,Carlos,Rose,600,W,Menchaca,CT,,,Round Rock,78681,,Y,,Y
1074371559,237,C,20120904,19370403,M,Gomez,Anthony,A,2000,E,Escarpment,CIR,,,Austin,78702,,Y,,
1019348967,237,C,20110808,19471025,F,Martin,Patricia,Lee,5369,S,Menchaca,CT,,,Cedar Park,78613,,Y,Y,Y
1062080694,237,C,20150603,19380705,M,Murphy,Miguel,Ann,5449,,Duval,WAY,,,Cedar Park,78613,,Y,,Y
1019881716,237,C,20171028,19730523,M,Ward,Carlos,,1600,W,Duval,WAY,,,Leander,78641,,Y,Y,
1084199058,238,A,20101118,19770211,F,Barnes,Jennifer,M,3800,,Escarpment,DR,,,Cedar Park,78613,,,,Y
1084124103,238,C,20230909,19920218,M,Barnes,John,J,6800,N,Live Oak,RD,#,71,Cedar Park,78613,,Y,,Y
1089256214,238,B,20201219,19980616,F,Coleman,Maria,R,5491,,Magnolia,AVE,#,243,Cedar Park,78613,,Y,,
1088398311,238,A,20100222,19511124,M,Cooper,Anthony,L,8899,E,Sycamore,BLVD,#,29,Round Rock,78665,,,Y,
1011863706,238,,20150208,19910603,M,Murphy,Jacob,R,6000,,Brodie,CT,,,Leander,78641,,,,Y
1007786989,238,C,20140519,19540610,F,Sanchez,Olivia,A,3400,,Parmer,PL,,,Leander,78641,,Y,Y,
1017128762,239,,20210822,19641214,F,Baker,Amy,,4673,E,Brodie,RD,,,Cedar Park,78613,,Y,,
1062426694,239,C,20170408,19940409,F,Gomez,Lisa,,3807,S,Menchaca,DR,,,Pflugerville,78660,,Y,Y,Y
1071344107,239,C,20220622,20001219,F,Henderson,Karen,,7645,W,Far West,LN,,,Del Valle,78617,,Y,,Y
1000534701,239,,20100328,19570321,M,Jackson,Nathan,Ann,1984,,Anderson,LN,,,Leander,78641,,Y,,
1091428278,239,B,20190710,19611020,M,Jones,Christopher,Marie,5061,W,Duval,TRL,,,Cedar Park,78613,,Y,,
1041974028,239,B,20120716,19640726,M,Watson,Miguel,Ann,2900,S,Elm,CT,,,Round Rock,78664,,,,Y
1027475729,240,,20160214,19860217,M,Gray,Michael,Ann,2800,N,Maple,CIR,,,Cedar Park,78613,,Y,,Y
1029050327,240,A,20151123,19590821,M,Ward,Thomas,E,5256,S,Elm,RD,,,Cedar Park,78613,,Y,,Y
1045899913,241,C,20180902,19960527,M,Flores,John,Lee,4318,,Slaughter,CIR,,,Cedar Park,78613,,,,Y
1077768565,241,A,20220202,19720207,F,Roberts,Ana,M,1040,N,Balcones,CT,,,Round Rock,78665,,Y,,
1050241618,241,A,20251127,19470821,F,Ward,Barbara,E,7879,,Burnet,DR,APT,291,Pflugerville,78660,,Y,,
1026964010,241,B,20200605,19801022,M,Young,Joseph,,2500,W,Lamar,DR,,,Cedar Park,78613,,Y,,Y
1062663199,242,C,20101110,19690725,M,Barnes,Jacob,R,9827,E,Braker,RD,,,Pflugerville,78660,,Y,Y,Y
1072340633,242,B,20161128,19711108,M,Chen,Carlos,,3767,,Creekside,PL,#,43,Leander,78641,,Y,Y,
1048397787,242,C,20090609,19560421,F,Perez,Margaret,R,8900,,Oak,AVE,,,Cedar Park,78613,,Y,,
1054267200,243,,20141121,19760822,M,Clark,Matthew,,1100,N,Pecan,CIR,,,Round Rock,78681,,Y,Y,
1068638274,243,,20231124,19940803,F,Hall,Patricia,Marie,8500,E,Creekside,TRL,,,Austin,78758,,Y,,Y
1065839808,243,B,20111219,19840810,F,Moore,Angela,E,195,,Lakeview,LN,,,Pflugerville,78660,,,Y,Y
1056949411,243,C,20211106,19911113,M,Patel,Joseph,A,200,,Brodie,CT,,,Pflugerville,78660,,,,Y
1031776905,243,B,20201221,19760912,F,Taylor,Stephanie,M,5300,,Congress,BLVD,,,Del Valle,78617,,,,Y
1075068780,243,C,20080902,19931205,F,Williams,Linda,,8400,S,Creekside,DR,,,Pflugerville,78660,,Y,,
1072303832,244,B,20171122,19620205,M,Cox,Jacob,,400,,Balcones,TRL,,,Leander,78641,,,,
1053632079,244,B,20140916,19710318,M,Moore,Steven,,2192,,Live Oak,DR,APT,156,Austin,78753,,,Y,
1006832281,244,,20251201,19460414,M,Nelson,Paul,R,8400,,Congress,LN,,,Pflugerville,78660,,Y,,Y
1084844797,244,B,20080910,19490104,M,Ross,Daniel,Ann,7740,,Braker,BLVD,,,Leander,78641,,Y,,
1080890751,245,,20240615,19371123,F,Clark,Patricia,Ann,1569,,Live Oak,PL,#,214,Del Valle,78617,,,Y,
1024684198,245,C,20220508,19400614,F,Kelly,Olivia,,3216,S,Cedar,CIR,,,Round Rock,78681,,Y,Y,
1058812212,245,B,20100128,19541009,M,Ramos,Matthew,L,5400,E,Lakeview,AVE,UNIT,346,Leander,78641,,,Y,
1031960978,245,B,20221027,19861012,F,Scott,Linda,,8400,,Lakeview,WAY,,,Cedar Park,78613,,,Y,
1094663582,246,C,20250522,19700126,M,King,Jose,Marie,5661,,Sycamore,RD,,,Cedar Park,78613,,,,
1085641127,246,,20150813,19470416,F,Rodriguez,Maria,E,9700,,Slaughter,TRL,,,Cedar Park,78613,,Y,,Y
1052895908,247,B,20150815,19780710,F,Chen,Patricia,A,5053,,Lakeview,WAY,APT,206,Pflugerville,78660,,,,Y
1042718338,247,C,20220512,19960118,M,Hill,Michael,R,2366,N,Duval,WAY,,,Austin,78702,,Y,Y,Y
1076335577,248,C,20250906,19830303,F,Lee,Olivia,Ann,7300,,Guadalupe,AVE,,,Leander,78641,,,,Y
1094192248,248,,20240420,19401208,F,Robinson,Linda,Lee,4341,E,Pecan,WAY,,,Cedar Park,78613,,Y,Y,
1064099313,249,B,20110401,19660512,M,Hall,Brian,L,100,,Lamar,RD,APT,160,Pflugerville,78660,,Y,,
1072659659,249,,20130321,20040312,F,Ramos,Olivia,Ann,500,N,Braker,CIR,,,Del Valle,78617,,Y,Y,
1084537849,249,C,20090525,19970528,M,Smith,James,,8510,E,Congress,TRL,APT,242,Leander,78641,,Y,Y,Y
1099919161,249,C,20170411,19621028,M,Wood,Juan,,812,,Anderson,TRL,#,190,Austin,78748,,Y,Y,
1090012612,250,B,20241226,19861003,M,Mitchell,Carlos,J,7600,W,Elm,RD,APT,380,Round Rock,78665,S,Y,,Y
1000773790,250,A,20161002,19780705,M,Peterson,Miguel,,6536,S,Brodie,CIR,,,Austin,78748,,Y,,Y
1017168286,250,C,20231001,19580823,M,Peterson,Robert,,100,,Lakeview,TRL,,,Austin,78741,,Y,Y,Y
1040899225,250,,20141025,19791026,F,Wright,Amy,,3107,,Maple,LN,,,Round Rock,78681,S,,,
1046017751,251,,20190624,19750713,F,Coleman,Elizabeth,A,9446,,Lakeview,PL,,,Round Rock,78681,,Y,,Y
1023704184,251,B,20141223,19750720,F,Gonzalez,Elizabeth,,8600,,Cedar,LN,,,Cedar Park,78613,,Y,Y,Y
1077087475,251,B,20110513,19850812,F,Howard,Mary,M,2052,W,Elm,CT,,,Austin,78703,,Y,,
1005458608,252,B,20120428,19861126,M,Adams,Eric,,2300,,Oak,WAY,APT,8,Leander,78641,,,,
1056483632,252,C,20221209,19480305,M,Lopez,David,,9400,,Cedar,BLVD,,,Cedar Park,78613,,Y,Y,Y
1027311418,252,A,20100217,19610903,F,Williams,Olivia,A,9746,,Congress,ST,,,Del Valle,78617,,Y,Y,Y
1011880916,252,A,20140603,19961015,F,Young,Olivia,R,3166,,Lamar,RD,,,Cedar Park,78613,,,,
1040173841,253,A,20131024,19641221,M,Miller,David,A,6865,,Guadalupe,CT,,,Leander,78641,,Y,Y,
1067323890,254,C,20220403,19380907,M,Clark,Joseph,,6200,,Pecan,LN,#,200,Austin,78703,,,Y,
1084729716,254,C,20231119,20040127,M,Roberts,Joshua,Lee,3800,E,Oak,PL,,,Del Valle,78617,,Y,,Y
1093070621,255,B,20160310,20061213,M,Brown,Joseph,M,9500,E,Far West,AVE,,,Del Valle,78617,,Y,Y,
