VUIDNO,PCTCOD,PCTSPT,EDRDAT,GENDER,LSTNAM,FSTNAM,MIDNAM,BLKNUM,STRPRE,STRNAM,STRTYP,UNITYP,UNITNO,RSCITY,RZIPCD,SUSIND,G20VOTED,P22VOTED,G22VOTED,P24VOTED,P24PARTY,G24VOTED,P26VOTED,P26PARTY
1028405512,196,A,20180708,M,Green,Richard,M,6600,W,Jollyville,RD,,,Manor,78653,,,Y,Y,Y,Rep,Y,,
1040127283,196,D,20120927,M,Patel,Steven,Lee,8300,,Braker,LN,#,183,Del Valle,78617,,,,Y,,,,,
1035489156,196,D,20220902,M,Powell,Luis,A,900,,Steck,WAY,,,Cedar Park,78613,,Y,Y,Y,,,Y,,
1091408992,196,A,20201112,M,Scott,David,Marie,1341,E,Airport,CIR,,,Austin,78741,,,Y,Y,,,Y,,
1017428394,197,D,20131112,M,Foster,David,Rose,1500,S,Airport,PL,,,Manor,78653,,Y,,Y,Y,Rep,Y,,
1099714514,197,B,20090123,M,Griffin,John,E,6900,,Maple,ST,,,Manor,78653,,Y,Y,,,,,Y,
1065457281,198,B,20170912,F,Baker,Michelle,Dean,694,,Congress,LN,,,Pflugerville,78660,,,,Y,,,Y,Y,Rep
1051884168,198,C,20220310,F,Cooper,Elizabeth,Paul,1626,E,Bee Cave,BLVD,,,Cedar Park,78613,,Y,,Y,Y,Lib,Y,Y,Rep
1030405021,198,C,20170114,F,Johnson,Isabella,Rose,7603,,Burnet,TRL,STE,344,Del Valle,78617,,Y,,Y,Y,Rep,Y,Y,Dem
1001497989,198,A,20210516,M,Mitchell,Patrick,M,7047,,Meadow,TRL,,,Cedar Park,78613,,,Y,,,,,,
1025374079,198,C,20250407,F,Tran,Ashley,Jean,8651,N,Duval,DR,,,Austin,78758,,Y,Y,,,,,Y,Dem
1088343585,198,B,20150316,M,Ward,Juan,E,3300,,Maple,TRL,,,Buda,78610,,Y,Y,Y,,,Y,,
1037252673,198,,20161214,M,Williams,Carlos,,9717,N,Gattis School,PKWY,,,Del Valle,78617,,,,,,,Y,Y,
1080057405,200,,20251115,F,Abbott,Deborah,Marie,1800,,Maple,BLVD,,,Buda,78610,,,,,Y,Rep,Y,Y,Dem
1057442875,200,D,20110202,F,Davis,Deborah,Kay,3500,E,Maple,CT,UNIT,A12,Leander,78641,,Y,Y,,Y,Rep,,,
1088863107,200,C,20130519,M,Martin,Jacob,A,4815,N,Congress,BLVD,,,Cedar Park,78613,,Y,Y,Y,Y,Rep,Y,,
1059596458,200,A,20100923,M,Thompson,William,R,7295,S,Hillside,CT,STE,E10,Cedar Park,78613,,Y,,Y,Y,Rep,,Y,Rep
1031683518,200,A,20160218,F,Tran,Mei,E,4500,W,Davis,DR,,,Leander,78641,,Y,,Y,,,Y,,
1016128930,201,A,20150325,F,Bryant,Emily,Rose,8832,E,Speedway,WAY,,,Round Rock,78681,,,Y,Y,,,Y,Y,
1095719468,201,B,20091102,M,Hayes,Kevin,Grace,8823,,Palmer,LN,,,Cedar Park,78613,,,Y,Y,,,,Y,Lib
1077882396,201,C,20141213,M,Price,Donald,Marie,8542,S,Pinewood,PKWY,#,27B,Austin,78751,,,,Y,Y,Rep,Y,,
1077347231,202,,20200207,M,Allen,Nathan,E,416,,Creekside,CT,,,Cedar Park,78613,,,Y,Y,Y,Rep,Y,,
1020413579,202,D,20110406,M,Nguyen,Steven,Dean,8569,,Ridgeline,DR,#,26A,Cedar Park,78613,,Y,Y,Y,,,,,
1038838659,202,B,20140412,F,Ramirez,Susan,A,1960,E,Davis,LN,,,Buda,78610,,,,,Y,,Y,Y,
1017472992,202,,20100703,F,Rivera,Jennifer,Jean,9000,,Howard,CT,,,Del Valle,78617,,,Y,,,,Y,Y,Rep
1000930736,202,B,20130301,F,Ross,Cynthia,L,3976,S,Maple,DR,UNIT,430,Austin,78753,,,Y,Y,Y,Rep,,,
1025506317,202,,20080116,M,Ward,Matthew,,7300,N,Duval,RD,,,Pflugerville,78660,,Y,,Y,Y,Lib,,,
1058410605,203,D,20150401,M,Adams,Michael,E,2549,W,Sunset Valley,RD,,,Manor,78653,,Y,,,,,Y,,
1067246991,203,A,20090421,F,Barnes,Mei,,5994,,Spicewood Springs,AVE,,,Leander,78645,,Y,Y,,,,,Y,Dem
1031726309,203,D,20230521,F,Bryant,Lisa,Jean,6200,S,Oak,DR,,,Manor,78653,,,,Y,Y,,Y,Y,Rep
1047258396,203,D,20140507,F,Chen,Laura,Paul,600,N,Cesar Chavez,LN,UNIT,B11,Pflugerville,78660,,Y,Y,Y,,,,,
1062499634,203,A,20171224,F,Clark,Ashley,A,6300,,Cesar Chavez,CIR,,,Leander,78645,,Y,,,Y,,,Y,Lib
1049726018,203,C,20091018,M,Cooper,Steven,,2500,E,Lakeview,BLVD,,,Del Valle,78617,,,,Y,Y,Lib,,,
1008998905,203,D,20100617,M,Green,James,Marie,9122,W,Menchaca,WAY,#,178,Austin,78756,,,Y,Y,Y,Rep,,,
1072964826,203,C,20240401,M,Long,Mark,Ann,1300,,Steck,BLVD,,,Del Valle,78617,,,Y,Y,Y,Rep,Y,Y,Lib
1085624824,203,,20130505,M,Nguyen,Mark,Ann,7600,E,Ridgeline,CIR,UNIT,35A,Buda,78610,,Y,Y,,,,,Y,Dem
1031724761,203,,20250407,M,Scott,Mark,Lee,9900,,Palmer,CT,,,Round Rock,78665,,,Y,Y,Y,Dem,,,
1000819286,203,D,20230321,F,Williams,Isabella,Ann,2800,E,Cesar Chavez,LN,,,Austin,78721,,Y,,Y,,,,,
1081842708,204,C,20150317,M,Anderson,David,L,4800,S,Brodie,PL,,,Buda,78610,,Y,Y,Y,,,,,
1059655404,204,C,20170425,F,Long,Margaret,M,2381,,San Jacinto,WAY,,,Pflugerville,78660,,Y,,,,,Y,Y,Rep
1055463370,204,D,20141112,F,Martin,Grace,Kay,8068,,Red River,CIR,UNIT,16B,Del Valle,78617,,Y,Y,Y,Y,Rep,,,
1069814218,204,B,20120121,F,Moore,Rosa,Marie,1662,,Steck,LN,,,Pflugerville,78660,,,,Y,Y,Dem,,Y,Rep
1017130928,204,B,20150212,F,Smith,Rosa,Dean,1234,,McNeil,LN,#,B12,Pflugerville,78660,,,Y,,Y,Dem,Y,Y,Lib
1045639851,204,D,20231209,F,Wood,Kathleen,Paul,4900,,Creekside,BLVD,,,Manor,78653,,,,,Y,Lib,Y,,
1031915600,205,B,20171008,F,Brooks,Rebecca,Ann,4900,,University,BLVD,,,Round Rock,78665,,,Y,Y,,,Y,,
1075386229,205,A,20190611,F,Bryant,Laura,,7609,E,Manor,CIR,APT,74,Del Valle,78617,,Y,Y,Y,Y,Lib,,Y,Dem
1063667907,205,D,20200918,M,Carter,Robert,,1557,,Magnolia,AVE,,,Pflugerville,78660,,Y,Y,Y,Y,Dem,,Y,Dem
1012856197,205,C,20250221,M,Miller,Carlos,M,2297,,Speedway,WAY,UNIT,36B,Buda,78610,,,Y,Y,,,Y,Y,Lib
1012641071,205,A,20090122,M,Nguyen,Brian,Ray,6900,W,Riverside,CIR,,,Buda,78610,,Y,,Y,Y,Rep,,Y,Lib
1056771871,205,,20090226,M,Perez,Jose,Dean,7800,N,Balcones,PL,,,Cedar Park,78613,,,Y,Y,Y,Lib,,,
1087322743,205,C,20181001,M,Powell,Andrew,,3384,N,Cesar Chavez,TRL,#,4,Leander,78645,,,Y,,Y,Rep,Y,,
1082527143,205,A,20231206,F,Young,Cynthia,E,7600,,Cesar Chavez,WAY,,,Leander,78641,,Y,Y,,Y,Rep,Y,,
1023882848,206,,20191026,M,Ramirez,Charles,Marie,3488,,Duval,WAY,UNIT,B12,Austin,78704,,Y,,Y,,,,Y,Rep
1013658560,206,C,20250612,F,Sanders,Carmen,Lee,3800,W,University,CT,,,Pflugerville,78660,,,,Y,Y,Lib,Y,,
1036068838,207,A,20180325,M,Abbott,Robert,M,8903,,Cesar Chavez,TRL,,,Buda,78610,,Y,,Y,Y,Rep,Y,Y,Dem
1049954404,207,D,20130506,F,Bryant,Amy,Jean,449,,Oltorf,TRL,,,Round Rock,78665,,,,Y,Y,,,Y,Dem
1029700998,207,,20230418,M,Flores,Henry,Grace,2200,S,Magnolia,AVE,,,Leander,78641,,Y,,Y,Y,Lib,Y,Y,Dem
1016135944,207,D,20090417,M,Johnson,Ethan,Dean,9400,W,Cesar Chavez,WAY,,,Round Rock,78681,,Y,Y,Y,Y,Rep,Y,Y,
1076949471,207,D,20240617,M,Peterson,James,J,2600,,Brodie,CIR,,,Austin,78727,S,Y,Y,,Y,Rep,Y,Y,Dem
1021788921,207,,20110720,M,Ramos,Christopher,R,9162,N,Pecan,BLVD,,,Austin,78753,,Y,Y,Y,Y,Rep,,,
1081846259,207,A,20241002,M,Roberts,Juan,Paul,4391,,Sunset Valley,LN,,,Pflugerville,78660,,Y,,,Y,Dem,Y,,
1004032081,207,C,20210505,F,Rodriguez,Rebecca,M,6100,W,McNeil,RD,,,Pflugerville,78660,,Y,Y,Y,,,Y,,
1003641039,208,B,20161210,F,Brooks,Patricia,Rose,8700,,Slaughter,CT,,,Del Valle,78617,,Y,Y,Y,,,Y,Y,Rep
1006810373,208,B,20100713,M,Hayes,Raymond,E,800,,Metric,ST,APT,A5,Cedar Park,78613,,,Y,,,,Y,Y,Lib
1089505469,208,,20240124,M,Kelly,Luis,Lee,9779,,Maple,PKWY,UNIT,5A,Leander,78641,,Y,Y,,Y,Rep,Y,,
1017436628,208,D,20210726,F,Washington,Rebecca,Jean,3300,N,Brodie,ST,#,26A,Manor,78653,,Y,Y,Y,Y,,,Y,
1039934824,209,D,20080504,M,Adams,Steven,,8100,W,William Cannon,PKWY,UNIT,C7,Manor,78653,,Y,,Y,,,,Y,Rep
1022209583,209,D,20191021,F,Bennett,Carmen,M,900,,Speedway,BLVD,,,Manor,78653,,,Y,,Y,,Y,Y,
1006041556,209,A,20200819,M,Nguyen,Christopher,Paul,5200,W,Congress,WAY,APT,C4,Round Rock,78665,,Y,Y,Y,Y,Rep,,Y,
1055599087,209,,20230703,M,Thompson,Nathan,E,2100,,Red River,CIR,UNIT,24B,Buda,78610,,,,Y,Y,Rep,,,
1088362053,211,B,20140209,F,Foster,Mary,Kay,3500,,Cesar Chavez,LN,#,C8,Buda,78610,,Y,Y,Y,Y,Rep,Y,Y,
1099346916,211,,20201216,F,Miller,Sofia,Rose,4100,,Nueces,RD,,,Pflugerville,78660,,,,Y,,,Y,Y,Dem
1015320591,212,B,20220919,M,Diaz,Luis,Paul,5300,,Convict Hill,AVE,,,Austin,78758,,,Y,,Y,Lib,,,
1057283140,212,C,20150206,F,Perez,Elizabeth,,8314,,Jollyville,PKWY,,,Cedar Park,78613,,,,Y,,,,Y,Rep
1089677015,213,A,20110723,F,Sanchez,Sandra,,4386,,Ben White,LN,,,Austin,78703,,,,,Y,Lib,Y,,
1050800495,214,C,20170301,M,Allen,Miguel,M,9203,,Dessau,BLVD,STE,5B,Round Rock,78665,,,Y,,Y,Rep,,,
1057560205,214,D,20180405,F,Bailey,Lisa,M,4100,N,Sunset Valley,PKWY,#,14B,Pflugerville,78660,,Y,,,,,,Y,Lib
1044325227,214,,20101206,M,Miller,David,M,5500,W,Creekside,CIR,#,29B,Leander,78641,,,Y,,Y,,Y,Y,Rep
1022141858,214,B,20151024,F,Murphy,Margaret,Grace,8121,,Convict Hill,TRL,,,Austin,78745,,,,,Y,Dem,,Y,
1017785958,214,A,20250710,M,Roberts,Paul,Kay,5500,,Escarpment,BLVD,,,Austin,78753,,Y,,Y,Y,Lib,Y,,
1053633569,214,C,20190223,M,Sanders,William,Grace,6700,,Gattis School,BLVD,,,Cedar Park,78613,,Y,Y,Y,,,Y,Y,Lib
1044093481,214,,20170524,F,Simmons,Mary,Dean,1439,,Oltorf,LN,,,Round Rock,78665,,Y,,Y,,,,Y,Rep
1086444611,214,C,20131223,M,Thompson,Raymond,Paul,6900,,Lakeview,RD,UNIT,32A,Round Rock,78681,,Y,Y,,Y,Dem,Y,,
1018032783,215,,20120627,F,Allen,Olivia,Paul,1200,,Creekside,CIR,#,351,Austin,78701,,,Y,Y,Y,Rep,Y,Y,
1001896171,215,C,20190711,M,Cooper,Carlos,,8392,E,Elm,PL,,,Leander,78645,,,,,Y,Dem,,Y,Rep
1054642903,215,C,20230725,F,Cox,Amy,M,6081,S,Live Oak,ST,,,Buda,78610,,Y,,,,,,Y,
1093033216,215,,20241110,M,Martin,Andrew,Jean,6306,,Howard,LN,,,Pflugerville,78660,,Y,,,,,Y,Y,Lib
1017270048,215,,20230504,M,Martin,Eric,Kay,6118,,Pecan,DR,,,Cedar Park,78613,,,Y,Y,,,,,
1089501842,215,B,20131021,F,Rivera,Amanda,Grace,8100,,William Cannon,TRL,#,168,Buda,78610,,,,Y,Y,Rep,,,
1073697575,216,C,20160911,M,Campbell,Mark,,800,S,Cesar Chavez,CT,,,Leander,78641,,,Y,,Y,Lib,Y,,
1080363694,216,A,20190320,F,Patel,Ashley,A,3400,,Cesar Chavez,CT,,,Leander,78645,,Y,Y,Y,,,,Y,
1027065316,216,A,20241125,M,Thompson,Eric,Dean,6230,E,Oak,ST,#,324,Manor,78653,,,,Y,Y,Dem,Y,Y,Rep
1078792024,216,C,20191008,F,Williams,Jennifer,Dean,7500,,Slaughter,PKWY,,,Leander,78645,S,,,,Y,Lib,,Y,Rep
1065770707,216,C,20080624,F,Wright,Amanda,Paul,5100,S,Braker,LN,,,Manor,78653,,Y,Y,,Y,Dem,Y,Y,Rep
1094989887,217,A,20091103,F,Cooper,Margaret,Marie,1921,,Jollyville,DR,,,Del Valle,78617,,Y,,Y,,,,,
1072724467,217,B,20140105,F,Rivera,Margaret,Ray,1300,,Creekside,TRL,,,Buda,78610,,Y,Y,Y,Y,Rep,Y,Y,Rep
1011644011,217,C,20090504,F,Russell,Emily,Jean,9600,,Far West,CIR,,,Buda,78610,S,Y,Y,Y,,,Y,Y,Rep
1096806279,218,,20130219,M,Barnes,Jacob,Lee,5718,W,Bee Cave,PKWY,,,Leander,78645,,Y,,Y,,,,Y,Lib
1011641234,218,,20140218,M,Rodriguez,Mark,Rose,711,,Oak,PL,UNIT,C4,Manor,78653,,Y,Y,,,,,,
1009994979,219,B,20230622,M,Bailey,James,A,7600,S,Rio Grande,CT,,,Del Valle,78617,,,,,Y,Rep,Y,,
1007277680,219,,20130321,F,Hayes,Betty,Ann,1900,,Cesar Chavez,RD,#,29A,Leander,78645,S,,Y,,Y,Rep,Y,Y,Dem
1065389181,219,D,20190325,M,Hernandez,Samuel,J,9700,,Balcones,TRL,,,Buda,78610,,Y,Y,,,,,Y,Lib
1057866409,219,C,20090119,M,Kim,Andrew,,6600,,Riverside,AVE,,,Del Valle,78617,,Y,Y,Y,,,Y,Y,Rep
1037118141,219,C,20121023,F,Robinson,Stephanie,L,7322,,Wells Branch,AVE,,,Round Rock,78665,,Y,Y,Y,,,,Y,Rep
1005810716,219,A,20140623,F,Wood,Sarah,Dean,9900,,Steck,CT,,,Pflugerville,78660,,Y,Y,Y,Y,Rep,,,
1084538824,220,C,20190315,F,Carter,Fatima,Ann,7400,E,Dessau,LN,,,Buda,78610,,,Y,,Y,,Y,,
1006830849,220,D,20251018,F,Coleman,Priya,,6201,,Congress,AVE,#,D3,Del Valle,78617,,Y,,Y,Y,,Y,,
1079325572,220,A,20250710,M,Lee,Thomas,Dean,8986,S,Cedar,CIR,,,Austin,78722,,Y,Y,,Y,Rep,,Y,
1078899223,220,A,20110222,M,Thomas,Miguel,L,1510,S,Menchaca,CT,UNIT,28B,Pflugerville,78660,,,Y,Y,,,,,
1094896592,220,A,20250816,F,Ward,Sofia,R,800,E,Howard,LN,,,Round Rock,78665,,Y,Y,Y,,,Y,Y,Dem
1064342627,221,D,20191128,F,Harris,Ana,,7200,,Bee Cave,RD,,,Del Valle,78617,,,,Y,Y,Rep,Y,,
1023375019,221,B,20220710,M,Miller,Nathan,E,8200,N,Elm,LN,,,Austin,78751,,Y,Y,Y,,,Y,Y,Rep
1070021962,221,B,20100924,M,Price,Charles,E,8271,N,Slaughter,AVE,,,Cedar Park,78613,,,Y,Y,,,Y,Y,Dem
1025147163,221,,20170914,F,Smith,Deborah,Kay,5000,,Red River,RD,,,Cedar Park,78613,,,Y,Y,Y,Rep,,Y,Rep
1058173204,221,D,20100901,M,Thompson,Carlos,L,9800,,Metric,CT,STE,7A,Manor,78653,,,Y,Y,Y,Rep,,Y,Rep
1006728806,221,D,20090804,M,Tran,Ethan,Ray,6660,E,Oltorf,TRL,,,Del Valle,78617,,,Y,Y,Y,Lib,Y,Y,Lib
1099916872,222,D,20151201,F,Allen,Cynthia,R,5105,N,Speedway,RD,APT,224,Buda,78610,,Y,Y,Y,Y,,,,
1024473924,222,,20150515,M,Diaz,Jacob,Ray,4000,,Live Oak,PL,#,298,Buda,78610,,Y,Y,Y,Y,,Y,Y,Lib
1032210904,223,B,20150325,F,Gonzalez,Ashley,R,6200,,San Jacinto,LN,,,Round Rock,78681,,Y,Y,,,,,,
1081042558,223,D,20131218,F,Jones,Lisa,Rose,2800,N,Escarpment,CIR,APT,B10,Leander,78641,,,Y,,Y,Rep,Y,,
1041777339,223,,20220615,F,Peterson,Amy,Dean,1300,,Palmer,PL,,,Cedar Park,78613,,,,,Y,,,Y,Dem
1005970340,223,,20110916,F,Torres,Isabella,J,2800,W,Palmer,CIR,APT,223,Manor,78653,,Y,,,Y,Lib,,Y,Rep
1003542387,223,B,20250312,M,Young,Paul,Kay,1173,,Red River,TRL,STE,D9,Buda,78610,,Y,Y,Y,Y,Lib,Y,Y,Lib
1009837673,224,,20110914,F,Coleman,Mary,Grace,3517,S,Guadalupe,PL,,,Austin,78745,,,,,,,,,
1046552225,225,B,20101005,F,Abbott,Rebecca,Ann,3800,,Ben White,CT,,,Cedar Park,78613,,Y,,Y,,,Y,Y,Rep
1059113800,225,D,20080317,F,King,Amanda,,8100,N,Jollyville,CIR,,,Manor,78653,,Y,Y,Y,Y,Rep,,,
1090970106,225,B,20180107,F,Lopez,Isabella,R,1853,,Elm,CT,,,Leander,78645,,Y,,Y,,,,Y,Rep
1053440356,226,,20170804,M,Coleman,Paul,Jean,8700,,Anderson,CIR,,,Leander,78641,,Y,Y,,,,Y,,
1080288238,226,C,20230710,M,King,Miguel,Rose,3869,E,Oak,ST,,,Del Valle,78617,,Y,,,,,Y,,
1010566872,226,,20120227,M,Murphy,Carlos,Jean,7511,,Dessau,CT,,,Cedar Park,78613,,Y,,Y,,,Y,,
1097583801,226,A,20100716,F,Perez,Sarah,L,4300,,Wells Branch,AVE,,,Pflugerville,78660,,,,,,,,Y,Dem
1019771461,226,A,20180416,F,Roberts,Susan,Jean,9689,W,Manor,BLVD,,,Buda,78610,,Y,Y,,,,,,
1043476458,226,A,20170602,F,Simmons,Kathleen,Ann,3400,,Congress,ST,APT,192,Leander,78641,,Y,Y,Y,,,Y,,
1034959437,226,C,20160903,F,Young,Deborah,M,4600,S,Ben White,CIR,,,Cedar Park,78613,,Y,Y,,,,Y,,
1025936761,227,,20130527,F,Murphy,Nancy,,700,,Red River,DR,STE,424,Round Rock,78664,,,,,,,Y,,
1013923954,227,B,20130818,F,Patterson,Betty,A,969,,Dessau,PKWY,STE,D5,Austin,78722,,Y,,Y,Y,Rep,,Y,Dem
1020728513,227,B,20240501,F,Rodriguez,Fatima,E,8272,N,Pecan,ST,,,Austin,78701,,Y,Y,,Y,Rep,,,
1063356781,228,C,20131103,M,Barnes,Jacob,,3415,,McNeil,PKWY,,,Manor,78653,,,,,Y,Rep,Y,Y,Dem
1007225569,228,,20080220,F,Green,Patricia,Kay,6242,S,Braker,DR,STE,34A,Cedar Park,78613,,,Y,Y,Y,Rep,Y,,
1033712852,228,,20110715,F,Hill,Amanda,Rose,2854,,Lakeview,PKWY,,,Austin,78727,,Y,,Y,,,Y,Y,Lib
1026371837,228,C,20211220,F,Martin,Cynthia,A,141,S,University,CIR,,,Leander,78641,,,,,Y,Dem,,Y,Dem
1055279461,229,,20220112,M,Carter,Jacob,R,1800,W,Pecan,LN,#,10A,Manor,78653,,,,Y,,,,Y,Rep
1025364901,229,A,20210428,M,Martin,Anthony,A,600,W,Riverside,CIR,,,Round Rock,78681,,Y,Y,Y,Y,Rep,Y,,
1083367199,229,D,20130519,M,Murphy,Anthony,R,970,,Parmer,CIR,APT,C2,Round Rock,78664,,Y,Y,Y,Y,Dem,,Y,
1056514368,229,D,20080822,M,Perez,Sean,,9897,W,Cedar,TRL,,,Del Valle,78617,,,,Y,Y,Rep,,,
1061555694,229,C,20200904,F,Rodriguez,Kathleen,,6800,,Parmer,TRL,,,Pflugerville,78660,,,Y,Y,Y,Rep,Y,Y,Dem
1078261906,229,C,20240813,M,Smith,Juan,Rose,6093,,Duval,ST,STE,153,Manor,78653,,Y,Y,Y,,,Y,Y,
1018440844,231,,20220509,F,Cox,Karen,Dean,157,,Braker,LN,,,Cedar Park,78613,,Y,,,Y,Rep,Y,,
1084852496,231,A,20120106,F,Hall,Grace,,1513,E,Slaughter,PL,,,Manor,78653,,,Y,Y,,,Y,Y,Lib
1012281879,231,D,20110116,F,Jones,Sandra,Rose,2952,,William Cannon,PL,,,Manor,78653,,,Y,,Y,Rep,,,
1034748436,231,C,20090425,M,Lewis,Patrick,Ray,2229,S,Ridgeline,PKWY,,,Cedar Park,78613,,Y,Y,,Y,Lib,Y,Y,Lib
1058005467,231,,20101211,F,Ramirez,Barbara,Kay,3474,N,McNeil,CIR,,,Austin,78756,,,,Y,,,Y,Y,Rep
1030204962,232,C,20101225,F,Abbott,Laura,Dean,5800,E,Spicewood Springs,DR,,,Leander,78645,,Y,,Y,Y,Lib,Y,,
1075919072,232,A,20150714,F,Hughes,Angela,Rose,4100,N,Jollyville,LN,UNIT,23A,Leander,78641,,,Y,,,,Y,Y,Rep
1027435383,232,D,20101228,M,Jackson,Charles,Kay,1400,E,Sycamore,CIR,STE,C7,Leander,78641,,Y,Y,Y,Y,,Y,Y,Dem
1099484312,232,,20141208,F,Johnson,Fatima,Marie,5400,E,Spicewood Springs,TRL,,,Del Valle,78617,,Y,,,,,,Y,Rep
1096130720,232,C,20240423,M,Roberts,Andrew,Rose,2100,S,Steck,RD,,,Cedar Park,78613,,Y,Y,Y,Y,Dem,Y,Y,
1043361472,233,A,20100611,M,Abbott,Christopher,Marie,5823,,Sunset Valley,AVE,,,Cedar Park,78613,,Y,Y,Y,,,,,
1095563889,233,B,20190208,M,Harris,Jacob,E,7468,,Howard,PKWY,,,Round Rock,78665,,,,Y,,,Y,Y,Rep
1096081926,233,B,20160702,F,Hernandez,Karen,M,3500,N,Rio Grande,ST,UNIT,B8,Cedar Park,78613,,,,Y,,,,Y,
1031927375,233,,20160928,M,Peterson,Jacob,,328,,Cameron,PL,,,Del Valle,78617,,Y,,,,,Y,Y,Rep
1031707037,234,B,20180525,F,Clark,Elizabeth,,6685,,Lamar,PL,APT,29,Austin,78759,,,,,,,Y,,
1018706904,234,,20091121,F,Garcia,Linda,M,4900,,Sunset Valley,RD,#,16B,Pflugerville,78660,,,Y,Y,Y,,,,
1085400336,234,B,20081224,M,Hill,Carlos,Jean,9991,,Cameron,DR,,,Del Valle,78617,,,,Y,Y,Dem,Y,Y,Rep
1080069104,234,,20201217,F,Hill,Hannah,,2600,W,Duval,PKWY,,,Pflugerville,78660,,,Y,Y,Y,Rep,Y,,
1033095537,234,B,20220117,F,Thomas,Sandra,Lee,1400,W,William Cannon,LN,,,Pflugerville,78660,,,Y,Y,Y,Dem,Y,Y,Lib
1006665433,234,D,20080715,M,White,Juan,Jean,1200,,Pinewood,DR,,,Buda,78610,,Y,Y,Y,Y,,Y,,
1091377850,235,,20110404,F,Alexander,Grace,,600,,Metric,AVE,,,Austin,78731,,Y,Y,,Y,Dem,,Y,Dem
1025175462,235,C,20090925,M,Bailey,Eric,Marie,6500,,William Cannon,TRL,,,Leander,78641,,Y,Y,,,,Y,,
1039195178,235,,20080420,M,Peterson,Matthew,Marie,3158,E,Congress,PL,,,Del Valle,78617,,,Y,Y,Y,Rep,,Y,Dem
1092890238,236,B,20140604,M,Cox,James,Marie,8900,N,Riverside,PKWY,,,Pflugerville,78660,,,Y,Y,,,Y,Y,
1049605282,236,A,20250717,F,Miller,Jennifer,,8000,,Jollyville,TRL,,,Del Valle,78617,,Y,Y,Y,,,Y,Y,Rep
1046026476,236,C,20190123,F,Patel,Barbara,Rose,8485,,Red River,AVE,UNIT,25B,Del Valle,78617,,Y,Y,Y,Y,,Y,,
1037237815,236,D,20150215,F,Robinson,Rosa,Lee,9700,S,Magnolia,PKWY,,,Leander,78645,,Y,,,Y,,,Y,
1065823537,236,D,20250716,F,Scott,Mary,L,5648,,Jollyville,WAY,,,Del Valle,78617,,,Y,,,,,Y,
1040758187,237,C,20250117,M,Bennett,Andrew,Paul,8000,E,McNeil,WAY,#,A4,Buda,78610,,,Y,Y,Y,Rep,,,
1095135622,237,B,20250523,F,Campbell,Melissa,Ray,8000,,Parmer,WAY,,,Austin,78745,,Y,Y,,Y,Rep,Y,Y,
1043464187,237,D,20160924,F,Moore,Ana,E,5000,S,Braker,RD,,,Manor,78653,,Y,,,,,,Y,Rep
1023025346,237,,20140719,M,Ross,Patrick,M,1384,,Howard,WAY,,,Del Valle,78617,,Y,Y,,,,,,
1011633643,237,D,20170313,F,Scott,Lisa,Ann,9500,,Lakeview,PL,,,Buda,78610,,,Y,,Y,Rep,Y,Y,Lib
1076169078,238,B,20090513,M,Gomez,Steven,Grace,4900,,Anderson,ST,STE,6B,Austin,78721,,,Y,,,,,Y,Rep
1083621127,238,B,20190112,F,Ramos,Sandra,,7600,S,Red River,LN,,,Pflugerville,78660,,Y,,Y,,,,Y,Dem
1025645111,238,,20090628,M,Robinson,Brian,Grace,9900,,Davis,PL,,,Leander,78641,,,,Y,,,Y,,
1053249186,238,D,20100218,M,Russell,Paul,,8654,S,University,WAY,STE,346,Round Rock,78681,,,,,Y,Rep,,Y,Lib
1064013258,238,,20230920,F,Wright,Sandra,Jean,5501,,Lamar,RD,,,Manor,78653,,Y,,Y,,,Y,,
1096415013,239,C,20160515,M,Murphy,Paul,Kay,5900,,Hillside,AVE,,,Leander,78641,,,,Y,,,,,
1015276795,240,A,20141104,M,Jenkins,Donald,J,8700,,Jollyville,LN,UNIT,6A,Cedar Park,78613,,,,,Y,,Y,,
1035282288,240,A,20080604,F,Nelson,Hannah,Rose,4500,S,Pinewood,RD,,,Buda,78610,,Y,,,Y,Lib,Y,Y,Rep
1005316410,240,C,20101215,M,Nguyen,Jacob,Marie,3476,,Cesar Chavez,CT,,,Del Valle,78617,,,,,,,Y,,
1025743735,240,A,20250404,F,Robinson,Barbara,Dean,3364,,Pecan,LN,,,Buda,78610,,,,,,,,,
1057289564,240,A,20151204,M,Tran,Donald,Ray,5300,,Parmer,AVE,#,36A,Round Rock,78665,,Y,Y,,Y,Dem,Y,Y,Rep
1031632720,240,D,20221024,F,Walker,Ashley,L,7600,E,Oak,PL,,,Round Rock,78681,,,Y,,Y,Rep,,Y,Rep
1088437767,241,C,20120612,M,Allen,Thomas,Grace,7303,,Parmer,LN,,,Buda,78610,,Y,Y,,Y,,,,
1048597853,241,,20090524,M,Hughes,Raymond,M,7693,,Riverside,CT,,,Austin,78704,,,Y,,,,Y,,
1064978067,242,B,20240319,M,Allen,Joseph,Kay,9600,S,Balcones,BLVD,#,133,Manor,78653,,Y,Y,,,,Y,Y,Rep
1021449994,242,D,20240610,F,Hughes,Elizabeth,J,6816,,Lamar,WAY,,,Del Valle,78617,,Y,Y,,Y,Rep,Y,Y,Lib
1086616258,242,B,20221225,M,Kelly,Jacob,E,9100,E,University,CIR,,,Round Rock,78665,,Y,,,Y,Dem,Y,Y,Lib
